"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.485255825E1,1.134699852E0,5.192725110E-1,1.734833801E0,2.137015679E0
2.486256625E1,1.300184826E0,8.023870915E-1,1.794372489E0,2.356709201E0
2.487257525E1,1.348680171E0,9.786391282E-1,1.701834747E0,2.381788037E0
2.488258325E1,1.166011400E0,1.183164791E0,1.650593257E0,2.341777019E0
2.489259125E1,6.973509255E-1,1.329409502E0,1.686550125E0,2.257892660E0
2.490260025E1,1.613755506E-1,1.533101352E0,1.556226798E0,2.190498499E0
2.491260825E1,-5.593259382E-1,1.742275552E0,1.106482359E0,2.138380886E0
2.492261625E1,-1.391656621E0,1.950111909E0,7.121601686E-1,2.499363262E0
2.493262525E1,-1.765811180E0,2.416195223E0,5.384595644E-1,3.040728067E0
2.494263325E1,-1.826422833E0,3.039016660E0,2.575091846E-1,3.554961829E0
2.495264125E1,-1.435434432E0,3.367919617E0,-5.349179059E-2,3.661449976E0
2.496265025E1,-5.684616280E-1,3.208517502E0,-2.618736926E-1,3.268992354E0
2.497265825E1,4.080359575E-1,2.924722306E0,-5.921530840E-1,3.011833193E0
2.498266625E1,1.434010928E0,2.601176568E0,-8.355098140E-1,3.085544284E0
2.499267525E1,1.799176269E0,2.392107618E0,-7.033042681E-1,3.074711531E0
2.500268325E1,2.386215671E0,2.646595985E0,-3.949174368E-1,3.585311049E0
2.501269125E1,1.880104365E0,2.593276979E0,4.060335785E-2,3.203361757E0
2.502270025E1,1.350176473E0,2.141968995E0,9.583878815E-3,2.532014916E0
2.503270825E1,1.591189055E0,1.508171164E0,-7.065629214E-2,2.193502947E0
2.504271725E1,1.543261767E0,4.168749011E-1,4.491091391E-1,1.660463966E0
2.505272525E1,1.210678572E0,-2.145694256E-1,1.105248596E0,1.653286758E0
2.506273325E1,3.768919328E-1,-1.954238874E-1,1.041780871E0,1.124964625E0
2.507274225E1,-2.538159370E-1,9.813382030E-2,2.215381372E-1,3.509015857E-1
2.508275025E1,-6.251401511E-1,7.761471266E-1,-6.990907645E-1,1.217346486E0
2.509275825E1,-1.339873387E0,1.549926131E0,-1.174536932E0,2.361581824E0
2.510276704E1,-1.963321939E0,2.204524847E0,-6.551112244E-1,3.023860703E0
2.511277504E1,-7.736690766E-1,2.968039649E0,-6.508857340E-1,3.135518368E0
2.512278304E1,-9.109687167E-1,2.265642868E0,-4.487738013E-2,2.442338140E0
2.513279204E1,-4.025258338E-1,1.758702135E0,1.072876656E0,2.099077075E0
2.514280004E1,-4.226501960E-1,8.516194779E-1,8.769341210E-1,1.293407274E0
2.515280804E1,-9.800655565E-1,-1.354829103E-1,-1.959153458E-1,1.008596518E0
2.516281704E1,-1.323545330E0,-7.736953890E-1,-1.468468277E0,2.122916832E0
2.517282504E1,-1.414446436E0,-9.604361612E-1,-1.787279232E0,2.473350641E0
2.518283404E1,-8.380945757E-1,-6.609049380E-2,-1.728053370E0,1.921702089E0
2.519284204E1,-1.498085886E-1,1.043021650E0,-8.888007528E-1,1.378514982E0
2.520285004E1,1.037217704E0,2.132866049E0,-5.721003503E-1,2.439720673E0
2.521285904E1,1.838149716E0,2.623742142E0,-1.328567211E0,3.468127455E0
2.522286704E1,1.882011435E0,2.289377886E0,-9.430512196E-1,3.110074557E0
2.523287504E1,1.113011068E0,1.668703546E0,-2.096326799E0,2.901370574E0
2.524288404E1,-1.036794658E0,4.988148576E-1,-2.482135151E0,2.735827906E0
2.525289204E1,-2.631510461E0,-3.904285294E-1,-1.584784892E0,3.096582777E0
2.526290004E1,-3.407010885E0,-4.631573671E-1,-8.142586935E-1,3.533448052E0
2.527290904E1,-2.286872939E0,-4.506045645E-1,-1.011942237E0,2.541035105E0
2.528291704E1,-1.483053572E0,1.347496694E-1,-1.677585759E0,2.243189548E0
2.529292504E1,-1.624645945E0,3.128827554E-1,-3.163647138E0,3.570158720E0
2.530293404E1,-1.497951108E0,-1.170598540E0,-3.245188900E0,3.761038348E0
2.531294204E1,-1.815798734E0,-2.813646258E0,-1.949231026E0,3.874691201E0
2.532295004E1,-2.548964440E0,-3.336307231E0,-2.752225058E0,5.020249837E0
2.533295904E1,-2.582927115E0,-3.400731853E0,-2.993421827E0,5.215080426E0
2.534296704E1,-1.818520613E0,-3.048131885E0,-3.162655451E0,4.753999864E0
2.535297504E1,-1.426965325E0,-2.762786592E0,-3.168945885E0,4.439756504E0
2.536298404E1,-1.872301256E0,-3.198353287E0,-3.278123927E0,4.947835104E0
2.537299204E1,-2.645939050E0,-4.153049237E0,-3.149264450E0,5.845226941E0
2.538300104E1,-3.233834484E0,-5.040041445E0,-3.102042044E0,6.744061690E0
2.539300904E1,-3.412936746E0,-5.552703094E0,-3.377267853E0,7.340748398E0
2.540301704E1,-3.204801596E0,-5.822449186E0,-3.503000824E0,7.512834523E0
2.541302604E1,-2.892290432E0,-5.825406708E0,-3.410750472E0,7.343972088E0
2.542303404E1,-2.456809398E0,-5.653020265E0,-3.199310476E0,6.944648159E0
2.543304204E1,-2.027709723E0,-5.414857909E0,-2.946402612E0,6.489497765E0
2.544305104E1,-1.695415089E0,-5.099195387E0,-2.725928375E0,6.025521673E0
2.545305904E1,-1.528762718E0,-4.934872840E0,-2.550458696E0,5.761503706E0
2.546306704E1,-1.724829800E0,-4.840555497E0,-2.468819579E0,5.700972327E0
2.547307604E1,-1.971288185E0,-4.649964334E0,-2.481633752E0,5.627312991E0
2.548308404E1,-2.436818060E0,-4.721484552E0,-2.394528365E0,5.827886815E0
2.549309204E1,-2.738653378E0,-4.868217505E0,-2.374787580E0,6.069545292E0
2.550310104E1,-3.021083542E0,-5.165558946E0,-2.226709475E0,6.384996483E0
2.551310904E1,-2.936230211E0,-5.233900033E0,-2.040303456E0,6.338611488E0
2.552311804E1,-2.812583234E0,-5.088742320E0,-1.781474701E0,6.081083371E0
2.553312604E1,-2.300654534E0,-4.811671422E0,-1.474748479E0,5.533541021E0
2.554313404E1,-1.638730718E0,-4.538672524E0,-1.393618947E0,5.022664673E0
2.555314304E1,-1.153688977E0,-4.156074001E0,-1.100885112E0,4.451505070E0
2.556315104E1,-7.677800533E-1,-3.870610009E0,-9.625557768E-1,4.061726441E0
2.557315904E1,-6.918051338E-1,-3.881695746E0,-9.176801509E-1,4.048245677E0
2.558316804E1,-9.558592531E-1,-4.104448349E0,-9.140975618E-1,4.312277533E0
2.559317604E1,-1.420431939E0,-4.578091528E0,-1.052162603E0,4.907503956E0
2.560318404E1,-2.128099399E0,-5.146774181E0,-1.213262749E0,5.700008599E0
2.561319304E1,-2.956623837E0,-5.885787395E0,-8.111067519E-1,6.636415594E0
2.562320104E1,-3.357152554E0,-6.360719301E0,-1.826830968E-1,7.194622743E0
2.563320904E1,-3.190789914E0,-6.468688722E0,1.448405018E-1,7.214295033E0
2.564321804E1,-2.258298181E0,-6.059664878E0,7.038232085E-1,6.504983952E0
2.565322604E1,-2.064938360E-1,-5.117404786E0,1.347592881E0,5.295892562E0
2.566323504E1,1.271129427E0,-3.950627986E0,1.972889737E0,4.595163264E0
2.567324304E1,1.991291510E0,-2.548810074E0,2.424957275E0,4.042535400E0
2.568325104E1,2.037511703E0,-8.892153203E-1,2.470282552E0,3.323319683E0
2.569326004E1,1.751806514E0,9.028662300E-1,2.000756690E0,2.808384024E0
2.570326804E1,1.756344245E0,2.818084295E0,1.410453373E0,3.607730993E0
2.571327604E1,1.778807494E0,4.729926177E0,7.758438022E-1,5.112562112E0
2.572328504E1,1.710535989E0,6.736500555E0,2.471992278E-1,6.954673288E0
2.573329304E1,1.853765582E0,8.690530683E0,-1.682314110E-1,8.887635917E0
2.574330104E1,1.725915335E0,1.027975595E1,-6.083000238E-1,1.044136941E1
2.575331004E1,1.244428409E0,1.160299255E1,-1.440308525E0,1.175808346E1
2.576331804E1,1.473675661E0,1.297532237E1,-2.428831640E0,1.328269301E1
2.577332604E1,1.907716087E0,1.418623395E1,-2.010305632E0,1.445440912E1
2.578333504E1,2.381207823E0,1.509640686E1,-7.238244867E-1,1.530018211E1
2.579334304E1,2.765787090E0,1.560670156E1,6.602652526E-1,1.586362701E1
2.580335204E1,2.810667686E0,1.563694219E1,1.714376732E0,1.597976537E1
2.581336004E1,2.670188330E0,1.537605814E1,2.131800248E0,1.575111557E1
2.582336804E1,2.496917204E0,1.501447918E1,1.811081493E0,1.532805261E1
2.583337704E1,1.848974520E0,1.430461902E1,1.036414370E0,1.446080865E1
2.584338504E1,1.257385108E0,1.320071850E1,4.112522916E-1,1.326684267E1
2.585339304E1,1.275702973E0,1.217714118E1,2.911704357E-1,1.224724318E1
2.586340204E1,1.207671203E0,1.098996578E1,2.542204182E-1,1.105904361E1
2.587341004E1,1.262831497E0,9.714025556E0,3.927596681E-1,9.803636879E0
2.588341804E1,1.833653061E0,8.586335054E0,7.033288264E-1,8.808070427E0
2.589342704E1,2.268504203E0,7.448345266E0,1.028718045E0,7.853802858E0
2.590343504E1,2.431804073E0,6.484100229E0,1.398990638E0,7.065012500E0
2.591344304E1,2.886337381E0,6.095579646E0,1.893600909E0,7.005195150E0
2.592345204E1,3.210314059E0,6.263513433E0,2.085895805E0,7.340890831E0
2.593346004E1,3.156089028E0,6.786149263E0,1.959033444E0,7.736312546E0
2.594346904E1,2.887885432E0,7.565491893E0,1.486778541E0,8.233289760E0
2.595347704E1,2.363360074E0,8.221840096E0,1.163796036E0,8.633570907E0
2.596348504E1,2.081114975E0,8.599964329E0,1.101355813E0,8.916468506E0
2.597349404E1,1.546795532E0,8.476099252E0,7.771862499E-1,8.651060825E0
2.598350204E1,3.770331430E-1,7.445445047E0,7.647354081E-2,7.455377532E0
2.599351004E1,-5.944492856E-1,5.386335776E0,-2.811914313E-1,5.426329484E0
2.600351904E1,-9.708635008E-1,1.661642448E0,-8.470719521E-1,2.102656048E0
2.601352704E1,-8.678890631E-1,-2.536568343E0,-2.457936741E0,3.637150452E0
2.602353504E1,2.811124939E-1,-6.212567228E0,-5.545002311E0,8.331990544E0
2.603354404E1,2.562290829E-1,-1.399243266E1,-8.122107646E0,1.618092883E1
2.604355204E1,-4.043704842E0,-3.460526299E1,-1.137146269E1,3.664950121E1
2.605356104E1,-1.751907670E1,-6.010103176E1,-1.745520523E1,6.499027817E1
2.606356904E1,-2.055202279E1,-4.738779563E1,-1.326871927E1,5.332961398E1
2.607357704E1,-1.161405197E1,-1.900021619E1,-1.618041515E-1,2.226927478E1
2.608358604E1,-1.080492479E1,-7.929045449E0,1.019966313E1,1.684189091E1
2.609359404E1,-5.650534029E0,-2.395177406E-1,2.144352671E1,2.217680638E1
2.610360162E1,2.414693073E0,2.561111446E0,1.941339448E1,1.972992448E1
2.611361062E1,1.358539161E0,1.856789178E-1,1.054333791E1,1.063212488E1
2.612361862E1,-3.195503354E-2,-1.800551827E0,4.145006976E0,4.519302030E0
2.613362662E1,1.084737733E0,-2.313514608E0,-6.866876507E-1,2.645854440E0
2.614363563E1,1.819298000E0,-3.089693309E0,-4.484406270E0,5.741598170E0
2.615364362E1,2.046532203E0,-2.936300962E0,-7.576769418E0,8.379593797E0
2.616365162E1,1.861543841E0,-1.169197547E0,-8.675154845E0,8.949339638E0
2.617366063E1,1.782024339E0,1.279260272E0,-7.079456710E0,7.411533235E0
2.618366862E1,1.407549353E0,3.141034201E0,-4.621646268E0,5.762543298E0
2.619367762E1,1.393978550E0,4.248148937E0,-2.576369755E0,5.160196382E0
2.620368562E1,1.696798248E0,4.938842515E0,-1.526520896E0,5.440731176E0
2.621369362E1,1.987374168E0,5.429901626E0,-1.103432744E0,5.886514382E0
2.622370263E1,1.801316350E0,6.032575897E0,-3.229381391E-1,6.304046446E0
2.623371062E1,1.518063483E0,6.411874836E0,1.244268926E0,6.705584301E0
2.624371862E1,8.692383081E-1,6.128333409E0,2.934529256E0,6.850073544E0
2.625372763E1,-3.194813383E-1,5.669522277E0,3.691327361E0,6.772846437E0
2.626373562E1,-1.210397906E0,5.082215658E0,3.081755129E0,6.065574479E0
2.627374362E1,-1.340071608E0,4.426546901E0,1.454828185E0,4.848364098E0
2.628375262E1,-1.084416721E0,3.571368808E0,-5.668817103E-1,3.775180746E0
2.629376062E1,-9.426389909E-1,2.470756177E0,-2.717873544E0,3.792102445E0
2.630376963E1,-7.176644450E-1,1.436896529E0,-4.280479946E0,4.571894843E0
2.631377762E1,-3.615263271E-1,5.238877183E-1,-4.882156098E0,4.923475174E0
2.632378562E1,5.827861369E-2,-5.034949690E-1,-4.475895063E0,4.504502214E0
2.633379463E1,7.047923845E-1,-1.780277776E0,-3.233488036E0,3.757867234E0
2.634380262E1,1.550873087E0,-3.213084177E0,-1.358601726E0,3.817710821E0
2.635381062E1,1.996953369E0,-4.333222416E0,8.350747812E-1,4.843757751E0
2.636381962E1,1.618962744E0,-4.644034672E0,2.760390987E0,5.639845460E0
2.637382762E1,1.016169774E0,-3.633053425E0,2.892989466E0,4.754057872E0
2.638383563E1,5.805139089E-1,-1.937645645E0,2.012178934E0,2.853126549E0
2.639384462E1,9.064061344E-2,-4.821584791E-1,1.231028491E0,1.325188162E0
2.640385262E1,-5.677494371E-1,6.255006319E-1,4.606893305E-1,9.621980685E-1
2.641386163E1,-1.004849565E0,1.399481950E0,-3.900559156E-1,1.766469924E0
2.642386962E1,-1.109211547E0,1.922906569E0,-1.121321715E0,2.487022782E0
2.643387762E1,-8.819802681E-1,2.065461686E0,-1.683385174E0,2.806743097E0
2.644388662E1,-5.755832443E-1,1.780670124E0,-1.899809336E0,2.666712897E0
2.645389462E1,-4.376211146E-1,1.296856883E0,-1.490873784E0,2.023871205E0
2.646390263E1,-4.089525086E-1,8.085231596E-1,-8.319687402E-1,1.230090988E0
2.647391162E1,-1.982401988E-1,3.675776106E-1,-3.025241936E-1,5.156872734E-1
2.648391962E1,1.712748867E-1,-5.308687091E-2,1.144286947E-1,2.127139602E-1
2.649392763E1,4.385212934E-1,-3.312611389E-1,4.700459719E-1,7.231722358E-1
2.650393662E1,5.259465230E-1,-5.109390593E-1,6.143844903E-1,9.566330379E-1
2.651394462E1,4.679658249E-1,-6.278459501E-1,5.607972439E-1,9.631594360E-1
2.652395363E1,3.471576717E-1,-7.188379812E-1,3.585677091E-1,8.751098756E-1
2.653396162E1,2.247684315E-1,-7.860488015E-1,1.811328538E-1,8.373784550E-1
2.654396963E1,1.852172801E-1,-6.803317273E-1,1.838271046E-1,7.286625449E-1
2.655397862E1,2.507534578E-1,-4.080046749E-1,2.421238446E-1,5.366274942E-1
2.656398662E1,2.355161986E-1,-6.582269132E-2,2.270497227E-1,3.336945955E-1
2.657399463E1,8.447589397E-2,2.144331855E-1,2.531775673E-1,3.423691696E-1
2.658400362E1,-4.308813214E-2,2.772989398E-1,3.161952762E-1,4.227655873E-1
2.659401162E1,-8.131430447E-2,2.505379879E-1,3.606198625E-1,4.465736051E-1
2.660401962E1,-1.081840146E-1,3.290052831E-1,3.236200706E-1,4.740023285E-1
2.661402862E1,-1.151191047E-1,4.404421037E-1,1.789655833E-1,4.891526705E-1
2.662403663E1,-5.029541016E-2,5.234509313E-1,3.257732347E-2,5.268698015E-1
2.663404562E1,4.822491109E-2,5.950395620E-1,4.131416000E-2,5.984184006E-1
2.664405362E1,1.259393772E-1,6.007715875E-1,9.502076268E-2,6.211410246E-1
2.665406163E1,9.357299209E-2,5.117407125E-1,1.206818533E-1,5.340398594E-1
2.666407062E1,1.095826685E-2,3.189223444E-1,1.107790089E-1,3.377921465E-1
2.667407862E1,-1.336498082E-2,7.319661498E-2,1.545043413E-1,1.714874883E-1
2.668408662E1,-2.725241035E-2,-1.647008622E-1,2.316257536E-1,2.855163001E-1
2.669409562E1,2.759008706E-3,-3.806093001E-1,2.254499976E-1,4.423785177E-1
2.670410362E1,2.888787657E-2,-5.902378285E-1,1.369930999E-1,6.066154573E-1
2.671411162E1,6.831565171E-2,-6.816075897E-1,-1.079644516E-2,6.851076542E-1
2.672412062E1,1.592196822E-1,-6.181851804E-1,-1.174961440E-1,6.490833293E-1
2.673412863E1,1.075680104E-1,-4.995334804E-1,-2.528185482E-1,5.701068262E-1
2.674413762E1,-6.182699651E-2,-2.987231380E-1,-4.049747939E-1,5.070134854E-1
2.675414562E1,-2.263349006E-1,-4.439615428E-2,-3.990036173E-1,4.608713404E-1
2.676415363E1,-2.612436551E-1,2.296236670E-1,-2.833641835E-1,4.486318494E-1
2.677416262E1,-2.208928970E-1,4.102330488E-1,-7.833039723E-2,4.724621439E-1
2.678417062E1,-1.204324695E-1,4.422962558E-1,1.089348701E-1,4.711653251E-1
2.679417862E1,-6.963858426E-2,3.822757566E-1,2.153167728E-1,4.442359724E-1
2.680418762E1,-4.565505981E-3,3.235059768E-1,3.025818618E-1,4.429816519E-1
2.681419563E1,7.856699020E-2,2.364263177E-1,2.505754832E-1,3.533528667E-1
2.682420362E1,1.254066959E-1,1.723665619E-1,6.858674325E-2,2.239223356E-1
2.683421262E1,1.199836957E-1,1.493004656E-1,-2.200353297E-1,2.917229209E-1
2.684422063E1,-2.244746089E-2,1.492162657E-1,-4.265368402E-1,4.524412210E-1
2.685422962E1,-1.622447392E-1,1.365061730E-1,-4.792798948E-1,5.240863557E-1
2.686423762E1,-2.367186785E-1,9.583586454E-2,-3.641201520E-1,4.447513134E-1
2.687424562E1,-1.976961154E-1,4.267297983E-2,-2.075669463E-1,2.898081683E-1
2.688425462E1,-1.031659341E-1,-2.649256468E-2,-4.507377349E-2,1.156577321E-1
2.689426263E1,-2.146805227E-3,-4.740162313E-2,9.535054564E-2,1.065046910E-1
2.690427062E1,1.341874596E-1,-3.100719988E-2,1.150533966E-1,1.794575293E-1
2.691427962E1,1.897322077E-1,-1.419236183E-2,2.974113151E-2,1.925727620E-1
2.692428763E1,1.284349689E-1,-1.851813197E-3,-1.030114945E-1,1.646521741E-1
2.693429562E1,4.921455234E-2,3.646265209E-2,-1.927920556E-1,2.022878490E-1
2.694430462E1,-5.654257536E-3,7.845326185E-2,-1.708345183E-1,1.880726391E-1
2.695431262E1,-5.498019934E-2,1.034922087E-1,-7.844500266E-2,1.410215516E-1
2.696432162E1,-9.499591202E-2,1.142253578E-1,-3.266605496E-2,1.521141900E-1
2.697432963E1,-1.528108415E-1,1.028706497E-1,-2.638848424E-2,1.860910421E-1
2.698433762E1,-1.946488389E-1,1.238878816E-1,-6.366448402E-3,2.308179139E-1
2.699434662E1,-1.697990495E-1,1.449559844E-1,1.394421331E-1,2.632262584E-1
2.700435463E1,-7.333928704E-2,1.462903190E-1,3.594822867E-1,3.949772435E-1
2.701436262E1,5.157390386E-2,1.205175465E-1,5.796543682E-1,5.942924643E-1
2.702437162E1,1.860560632E-1,1.000528765E-1,6.975364284E-1,7.288240568E-1
2.703437962E1,2.645277438E-1,5.282374620E-2,6.744436542E-1,7.263879942E-1
2.704438762E1,2.165814525E-1,1.878125668E-2,5.545195270E-1,5.956107512E-1
2.705439663E1,1.013685000E-1,-2.707260847E-4,4.252692369E-1,4.371836799E-1
2.706440462E1,5.582775325E-2,-1.370002627E-3,4.386101711E-1,4.421509890E-1
2.707441362E1,1.025522688E-1,4.214673042E-2,5.380340333E-1,5.493395450E-1
2.708442163E1,2.134406206E-1,1.467855781E-1,6.898977721E-1,7.369272965E-1
2.709442962E1,3.011459318E-1,2.195816588E-1,8.047652272E-1,8.868776962E-1
2.710443837E1,3.267275003E-1,1.949338907E-1,8.980282438E-1,9.752972920E-1
2.711444637E1,4.018156895E-1,1.417680824E-1,9.711502337E-1,1.060512524E0
2.712445438E1,4.911897960E-1,9.358000875E-2,1.076607034E0,1.187058271E0
2.713446337E1,6.239560899E-1,4.512296319E-2,1.158457528E0,1.316579328E0
2.714447137E1,7.890709350E-1,-3.102532625E-3,1.264280144E0,1.490317701E0
2.715447937E1,9.919392049E-1,-4.174619615E-2,1.396558196E0,1.713493777E0
2.716448837E1,1.188829866E0,-2.633176625E-2,1.519112328E0,1.929173936E0
2.717449638E1,1.372421328E0,5.510299087E-2,1.629949809E0,2.131504872E0
2.718450537E1,1.498597810E0,1.917775637E-1,1.720025142E0,2.289336262E0
2.719451337E1,1.487910269E0,3.495412892E-1,1.835802059E0,2.388770663E0
2.720452138E1,1.338900410E0,4.803335631E-1,1.919513283E0,2.389122409E0
2.721453037E1,1.220299581E0,5.939005244E-1,1.881660894E0,2.320020823E0
2.722453837E1,9.921485353E-1,6.586835808E-1,1.820049952E0,2.175041288E0
2.723454637E1,8.915887052E-1,7.868568867E-1,1.733346415E0,2.102038053E0
2.724455537E1,1.024844996E0,9.532347304E-1,1.701364631E0,2.203089949E0
2.725456338E1,1.275406957E0,1.182754317E0,1.654834243E0,2.400842988E0
2.726457237E1,1.447770596E0,1.423842620E0,1.486742288E0,2.516698260E0
2.727458037E1,1.473549508E0,1.774902431E0,1.525443839E0,2.765611270E0
2.728458838E1,1.557883899E0,2.405748003E0,1.597184789E0,3.281101179E0
2.729459737E1,1.626237558E0,3.124514063E0,1.285956796E0,3.749789541E0
2.730460537E1,1.467593534E0,3.656034152E0,-2.553715888E-1,3.947864125E0
2.731461337E1,2.212215105E-1,4.918118813E0,-1.729413432E0,5.218017098E0
2.732462237E1,-1.191471054E0,5.926291058E0,-9.874815801E-1,6.125001947E0
2.733463038E1,-1.284521889E0,5.889812034E0,1.288758489E-1,6.029634422E0
2.734463837E1,1.504965135E-1,4.404551430E0,1.592030177E-1,4.409996384E0
2.735464737E1,1.144048965E0,2.347219128E0,2.284206024E-1,2.621156547E0
2.736465538E1,3.902113053E-1,8.149545121E-1,9.274011469E-1,1.294792882E0
2.737466437E1,-6.951421398E-1,4.517213827E-1,1.261452577E0,1.509482496E0
2.738467237E1,-8.302052200E-1,5.690691537E-1,4.188000968E-1,1.090171514E0
2.739468038E1,-2.119574744E-1,9.450761104E-1,-8.648496804E-1,1.298483652E0
2.740468937E1,1.098569907E0,1.473172070E0,-1.672567971E0,2.484869293E0
2.741469737E1,2.012944334E0,8.694523162E-1,-1.272350910E0,2.535107308E0
2.742470537E1,2.330893702E0,-7.737766653E-1,3.093469441E-3,2.455973401E0
2.743471437E1,2.106505924E0,-1.537374498E0,7.515744951E-1,2.713991853E0
2.744472238E1,2.196338452E0,-1.072036119E0,5.701228219E-1,2.509622296E0
2.745473137E1,1.296349345E0,2.253815120E-1,3.023636144E-1,1.350089703E0
2.746473937E1,9.320374042E-1,2.170782904E0,2.589632410E-1,2.376563506E0
2.747474738E1,4.119948149E-1,3.128812351E0,5.669793588E-1,3.206348710E0
2.748475637E1,7.175001383E-2,3.047888641E0,5.251893085E-1,3.093638156E0
2.749476437E1,-2.361310333E-1,2.141476659E0,-1.946274966E-1,2.163229070E0
2.750477237E1,-1.289516289E0,4.851557618E-1,-1.185375624E0,1.817510314E0
2.751478137E1,-2.882116276E0,-1.639434723E0,-1.820287934E0,3.782563761E0
2.752478938E1,-3.771517538E0,-3.203435687E0,-2.248299442E0,5.435181241E0
2.753479737E1,-3.666115336E0,-3.184205364E0,-1.759161726E0,5.164708650E0
2.754480637E1,-2.893354625E0,-1.080464296E0,-6.487678725E-1,3.155915688E0
2.755481438E1,-1.448137216E0,1.128485139E0,1.374987379E-1,1.841055678E0
2.756482337E1,7.377820829E-1,1.962821417E0,-5.170356587E-1,2.159702801E0
2.757483137E1,2.225982666E0,2.169426350E0,-1.100124974E0,3.297223753E0
2.758483937E1,3.003488101E0,1.313403919E0,-1.023417690E0,3.434145366E0
2.759484837E1,2.599425619E0,1.560534149E-1,-1.845806937E0,3.191922534E0
2.760485638E1,6.871545509E-1,-1.162896003E0,-2.066039976E0,2.468406302E0
2.761486437E1,-1.306945377E0,-1.650799956E0,-1.481502013E0,2.574508677E0
2.762487337E1,-2.545110833E0,-1.537662765E0,-1.641959259E0,3.396767013E0
2.763488138E1,-3.224861639E0,2.306726575E-3,-2.441333572E0,4.044730835E0
2.764488937E1,-3.167836668E0,9.108529419E-1,-2.138674381E0,3.929220069E0
2.765489837E1,-2.755547154E0,9.545351511E-1,-2.107756936E0,3.598168530E0
2.766490637E1,-2.959739818E0,3.117051262E-1,-2.958206094E0,4.196212956E0
2.767491537E1,-2.713176768E0,-1.260158588E0,-3.435673936E0,4.555566182E0
2.768492338E1,-2.763091816E0,-2.403454725E0,-3.878887913E0,5.334514264E0
2.769493137E1,-2.956119807E0,-3.122708443E0,-3.675875801E0,5.657032370E0
2.770494037E1,-3.114706236E0,-3.072871454E0,-3.176715665E0,5.406982183E0
2.771494838E1,-2.947417688E0,-2.811502084E0,-3.007133840E0,5.063069122E0
2.772495637E1,-2.337920301E0,-2.781179593E0,-3.294264873E0,4.904387048E0
2.773496537E1,-2.280149518E0,-2.706535792E0,-3.971764501E0,5.319711559E0
2.774497337E1,-2.347632526E0,-2.972612171E0,-4.256554894E0,5.697899715E0
2.775498137E1,-2.754154640E0,-3.343882883E0,-4.274985318E0,6.086248432E0
2.776499038E1,-3.300502390E0,-3.681226881E0,-4.187955945E0,6.479484730E0
2.777499837E1,-3.479501741E0,-4.058583959E0,-4.128480406E0,6.754508612E0
2.778500737E1,-3.286201855E0,-4.369703194E0,-4.106416815E0,6.837842327E0
2.779501538E1,-3.207476698E0,-4.619213827E0,-3.993533100E0,6.897343675E0
2.780502337E1,-2.879540578E0,-4.771732015E0,-3.855648446E0,6.776961362E0
2.781503237E1,-2.887045479E0,-4.696892917E0,-3.772244055E0,6.680243999E0
2.782504037E1,-2.907394667E0,-4.729029214E0,-3.738395108E0,6.692701924E0
2.783504837E1,-2.940495754E0,-4.596727189E0,-3.547612156E0,6.508607235E0
2.784505737E1,-2.820198063E0,-4.512742462E0,-3.231383039E0,6.225768867E0
2.785506537E1,-2.630863174E0,-4.404487696E0,-3.062666894E0,5.975021456E0
2.786507337E1,-2.380300628E0,-4.292793013E0,-2.807412542E0,5.654685500E0
2.787508238E1,-2.313227217E0,-4.302866011E0,-2.470947673E0,5.474601216E0
2.788509037E1,-2.282680778E0,-4.434075192E0,-2.135006130E0,5.424933688E0
2.789509937E1,-2.410474307E0,-4.600525541E0,-1.750624791E0,5.480867522E0
2.790510738E1,-2.575265801E0,-4.829386731E0,-1.371431687E0,5.642321775E0
2.791511537E1,-2.553978720E0,-5.130546988E0,-1.156117326E0,5.846531191E0
2.792512437E1,-2.554646472E0,-5.529654540E0,-1.046743403E0,6.180531505E0
2.793513237E1,-2.439876446E0,-6.059434497E0,-1.166437077E0,6.635534564E0
2.794514037E1,-2.831748361E0,-6.766145938E0,-1.352990446E0,7.458559699E0
2.795514938E1,-3.320042031E0,-7.482788290E0,-8.851541367E-1,8.233972159E0
2.796515737E1,-3.635385879E0,-7.693396227E0,-4.672942722E-1,8.521897672E0
2.797516637E1,-3.507474821E0,-7.395272428E0,-1.554792184E-1,8.186367186E0
2.798517438E1,-2.062576962E0,-6.917420424E0,2.513720933E-1,7.222749959E0
2.799518237E1,-8.634203285E-1,-6.234140530E0,6.232786900E-1,6.324435085E0
2.800519137E1,4.932877770E-1,-5.203572280E0,1.058035546E0,5.332910699E0
2.801519937E1,1.622395644E0,-4.193714283E0,1.770391889E0,4.832566042E0
2.802520737E1,2.375217058E0,-3.063750967E0,2.293119227E0,4.504067257E0
2.803521638E1,2.533073462E0,-1.630593733E0,2.573701086E0,3.962225936E0
2.804522437E1,2.348464000E0,1.042201871E-1,2.636186479E0,3.532084959E0
2.805523337E1,2.552836174E0,2.060545932E0,2.497631442E0,4.123225059E0
2.806524138E1,3.155797544E0,4.245807127E0,2.115060693E0,5.697316740E0
2.807524937E1,3.503279736E0,6.609784375E0,1.540019778E0,7.637661901E0
2.808525837E1,3.930263888E0,8.926161779E0,2.172882347E-1,9.755539581E0
