"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.240631625E0	-1.970153533E-1	1.718237649E0	-2.907452554E0	3.382962610E0
2.250639625E0	-3.656467138E-1	1.047382504E0	-1.780223689E0	2.097594816E0
2.260647625E0	-1.407661620E-1	2.011877802E0	-9.285436928E-2	2.018932722E0
2.270656625E0	1.653710700E0	1.440981978E0	5.528706121E-1	2.262046431E0
2.280664625E0	2.367352553E0	7.637188697E-1	7.781421965E-1	2.606363348E0
2.290672625E0	2.266239284E0	9.688421184E-1	9.340997171E-1	2.635723397E0
2.300681625E0	2.293929066E0	9.686748880E-1	-7.190234841E-1	2.591801761E0
2.310689625E0	-6.334361807E-3	1.551815951E0	-3.015168791E0	3.391078842E0
2.320697625E0	-2.347758680E0	2.156482369E-1	-1.766959573E0	2.946289380E0
2.330705625E0	-2.239340338E0	-1.812286019E-1	8.193747148E-1	2.391414619E0
2.340714625E0	-2.091383563E0	-7.703127748E-1	3.904301374E-1	2.262675997E0
2.350722625E0	-1.712268226E0	-1.545164158E0	7.051740615E-1	2.411776360E0
2.360730625E0	-2.613706858E0	-2.726148523E0	9.001711021E-1	3.882480821E0
2.370739625E0	-1.962955903E0	-2.939476000E0	1.120454427E0	3.707982356E0
2.380747625E0	-1.931131847E0	-1.446206465E0	4.008086528E-1	2.445696409E0
2.390755625E0	-7.388512462E-1	-1.994137934E0	-5.634868169E-1	2.200001059E0
2.400763625E0	4.290713889E-1	-2.338831297E0	4.026591504E-1	2.411714843E0
2.410772625E0	-3.137952134E-2	-9.789116085E-1	1.627301166E0	1.899305583E0
2.420780625E0	-1.021753280E0	5.410270768E-1	2.298669696E0	2.573047306E0
2.430788625E0	-5.417367826E-1	1.102605363E0	3.410292343E0	3.624818780E0
2.440797625E0	1.207549873E0	8.989842635E-1	4.256254932E0	4.514648984E0
2.450805625E0	3.072352514E0	4.851329577E-1	2.566965678E0	4.032867063E0
2.460813625E0	2.386352496E0	6.553641164E-1	4.120176190E-1	2.508772385E0
2.470822625E0	3.368236829E0	1.999998599E0	-8.146533805E-1	4.001084086E0
2.480830625E0	2.137400858E0	3.083957775E0	-7.445512582E-1	3.825393386E0
2.490838625E0	-1.165435157E0	2.225909284E0	2.432896332E-1	2.524302099E0
2.500846625E0	-4.454018582E0	-1.456830856E0	2.669384923E0	5.393167302E0
2.510855625E0	-4.453628281E0	-4.089613963E0	8.722769306E0	1.061350327E1
2.520863625E0	8.373955411E0	4.371777787E0	5.894409115E0	1.113461401E1
2.530871625E0	4.187020390E0	3.824465538E0	-2.167162454E0	6.070771738E0
2.540880625E0	-1.265325188E0	2.668579177E0	1.174760442E0	3.178431178E0
2.550888625E0	-2.025254770E0	5.521979485E0	2.013904886E0	6.216890477E0
2.560896625E0	-3.006346512E0	4.540856459E0	-1.509483571E-1	5.447961283E0
2.570904625E0	-3.497964032E0	3.474979212E0	-1.579053012E0	5.177319897E0
2.580913625E0	-4.587318727E0	9.141098410E-1	-1.320008349E0	4.860196698E0
2.590921625E0	-5.944626757E0	-1.840707580E0	-1.172132850E-1	6.224189154E0
2.600929625E0	-6.987251966E0	-4.060383732E0	3.171610169E-1	8.087582902E0
2.610938625E0	-6.836279197E0	-5.371751651E0	-5.118882085E-1	8.709331696E0
2.620946625E0	-5.830405492E0	-6.858567029E0	2.614684805E-2	9.001902774E0
2.630954625E0	-6.536810539E0	-6.528053164E0	1.521494629E0	9.362708798E0
2.640963625E0	-4.789665425E0	-6.837000743E0	4.070104728E0	9.287153845E0
2.650971625E0	-1.677192826E0	-6.212151491E0	4.683049634E0	7.958313628E0
2.660979625E0	2.612673948E0	-5.483185548E0	4.457309688E0	7.533856818E0
2.670987625E0	5.810999168E0	-2.618405973E0	1.746407049E0	6.608607929E0
2.680996625E0	5.826094340E0	2.582779473E-1	-3.571786884E0	6.838694634E0
2.691004625E0	5.141395912E0	1.709659199E0	-6.476860206E0	8.444323811E0
2.701012625E0	3.625241252E0	5.702734462E0	-3.219137215E0	7.485078416E0
2.711021625E0	-6.299382301E-1	6.503981931E0	5.439191097E-1	6.557015414E0
2.721029625E0	-3.522632266E0	4.198292652E0	3.266231275E0	6.379879780E0
2.731037625E0	4.251521611E0	5.908769292E0	8.922365036E-1	7.333830958E0
2.741045625E0	4.786285150E0	7.374559836E0	-2.794594275E0	9.225097045E0
